"style","artist","song","label","bpm_exact","preview_url","release_date","duration_sec","country","city","artist_bio","artist_genre","artist_profile_hint","source","source_url","track_url","deezer_track_id","deezer_track_url","cover_art_url","youtube_track_url","soundcloud_track_url","bandcamp_track_url","bandcamp_track_id","source_tags","album_keywords","energy_band","catalog_role","confidence","source_note","social_discovery_links","label_links"
"dark_psy","Tetraktyz","Anima","Codex Seraphinianus EP","158","https://cdnt-preview.dzcdn.net/api/1/1/d/9/8/0/d980bc47a02a360900893b971e09a1ad.mp3?hdnea=exp=1782083055~acl=/api/1/1/d/9/8/0/d980bc47a02a360900893b971e09a1ad.mp3*~data=user_id=0,application_id=42~hmac=26455a036bd0b3c75131395586458624238dab6f33673bd2950dca1028c667ba","2025-10-24","449","Spain","","Tetraktyz trabalha darkpsy e experimental darkpsy, com Codex Seraphinianus EP e faixas em Enygma Music.","darkpsy / experimental darkpsy / dark forest","Usar dark_psy/dark forest; nao classificar como hi_tech apesar da intensidade.","mop_brasil_2026_rage_stage_research","https://enygmamusic.bandcamp.com/track/tetraktyz-bethad-anima-158","https://www.deezer.com/track/3592895322","3592895322","https://www.deezer.com/track/3592895322","https://cdn-images.dzcdn.net/images/cover/797a170956a2135267114458e3f4ccc0/1000x1000-000000-80-0-0.jpg","","","https://enygmamusic.bandcamp.com/track/tetraktyz-bethad-anima-158","","darkpsy;experimental_darkpsy;158_bpm","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Enygma Music lista tags dark psy, darkpsy, experimental darkpsy e darkpsytrance para Anima 158.","https://enygmamusic.bandcamp.com/track/tetraktyz-bethad-anima-158",""
"dark_psy","Tetraktyz","Ebusus Materia","Tetraktyz","","https://cdnt-preview.dzcdn.net/api/1/1/8/e/f/0/8efd6c49fb43317b7ac31e08176071f7.mp3?hdnea=exp=1782083056~acl=/api/1/1/8/e/f/0/8efd6c49fb43317b7ac31e08176071f7.mp3*~data=user_id=0,application_id=42~hmac=46fddf38d0a2068b3be491092c6e652f25409ca63083f1006abdcfd1c5e6975b","2022-09-13","394","Spain","","Tetraktyz trabalha darkpsy e experimental darkpsy, com Codex Seraphinianus EP e faixas em Enygma Music.","darkpsy / experimental darkpsy / dark forest","Usar dark_psy/dark forest; nao classificar como hi_tech apesar da intensidade.","mop_brasil_2026_rage_stage_research","https://www.deezer.com/track/1895036147","https://www.deezer.com/track/1895036147","1895036147","https://www.deezer.com/track/1895036147","https://cdn-images.dzcdn.net/images/cover/c7a9e785c32843c479698d94d6dfc8d1/1000x1000-000000-80-0-0.jpg","","","","","darkpsy;dark_forest","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Enygma Music lista tags dark psy, darkpsy, experimental darkpsy e darkpsytrance para Anima 158.","https://enygmamusic.bandcamp.com/track/tetraktyz-bethad-anima-158",""
"dark_psy","Tetraktyz","Codex Seraphinianus","Codex Seraphinianus EP","","https://cdnt-preview.dzcdn.net/api/1/1/6/4/d/0/64d886a7bfddb6092daaaff9c75762b8.mp3?hdnea=exp=1782083056~acl=/api/1/1/6/4/d/0/64d886a7bfddb6092daaaff9c75762b8.mp3*~data=user_id=0,application_id=42~hmac=76510363c8a5746ddf4ce05ad159ef7197596e2948318fbe5c27e9d83d8e921c","2025-10-24","495","Spain","","Tetraktyz trabalha darkpsy e experimental darkpsy, com Codex Seraphinianus EP e faixas em Enygma Music.","darkpsy / experimental darkpsy / dark forest","Usar dark_psy/dark forest; nao classificar como hi_tech apesar da intensidade.","mop_brasil_2026_rage_stage_research","https://www.deezer.com/track/3592895312","https://www.deezer.com/track/3592895312","3592895312","https://www.deezer.com/track/3592895312","https://cdn-images.dzcdn.net/images/cover/797a170956a2135267114458e3f4ccc0/1000x1000-000000-80-0-0.jpg","","","","","darkpsy;experimental_darkpsy","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Enygma Music lista tags dark psy, darkpsy, experimental darkpsy e darkpsytrance para Anima 158.","https://enygmamusic.bandcamp.com/track/tetraktyz-bethad-anima-158",""
"dark_experimental","Will O Wisp","Plucked Out","Mukashi Mukashi","","","","","Argentina","Buenos Aires","Will O Wisp e o projeto de Gaston Mellino, explorador argentino de audio psicodelico e modular synthesis em psytrance.","experimental psychedelic trance / darkpsy / modular psytrance","Classificar como dark experimental/experimental psytrance; algumas faixas podem entrar em psycore, mas nao tratar como DJ.","mop_brasil_2026_rage_stage_research","https://osom-music.bandcamp.com/track/plucked-out","https://osom-music.bandcamp.com/track/plucked-out","","","","","","https://osom-music.bandcamp.com/track/plucked-out","","dark_experimental;modular_psytrance","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Bandcamp oficial identifica o projeto, origem argentina e foco em modular synthesis dentro do psychedelic trance.","https://osom-music.bandcamp.com/track/plucked-out","https://osom-music.bandcamp.com/"
"dark_experimental","Will O Wisp","To The Moon And Back","Mukashi Mukashi","","","","","Argentina","Buenos Aires","Will O Wisp e o projeto de Gaston Mellino, explorador argentino de audio psicodelico e modular synthesis em psytrance.","experimental psychedelic trance / darkpsy / modular psytrance","Classificar como dark experimental/experimental psytrance; algumas faixas podem entrar em psycore, mas nao tratar como DJ.","mop_brasil_2026_rage_stage_research","https://osom-music.bandcamp.com/track/to-the-moon-and-back","https://osom-music.bandcamp.com/track/to-the-moon-and-back","","","","","","https://osom-music.bandcamp.com/track/to-the-moon-and-back","","dark_experimental;modular_psytrance","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Bandcamp oficial identifica o projeto, origem argentina e foco em modular synthesis dentro do psychedelic trance.","https://osom-music.bandcamp.com/track/plucked-out","https://osom-music.bandcamp.com/"
"dark_experimental","Will O Wisp","Forking Path","Mukashi Mukashi","","","","","Argentina","Buenos Aires","Will O Wisp e o projeto de Gaston Mellino, explorador argentino de audio psicodelico e modular synthesis em psytrance.","experimental psychedelic trance / darkpsy / modular psytrance","Classificar como dark experimental/experimental psytrance; algumas faixas podem entrar em psycore, mas nao tratar como DJ.","mop_brasil_2026_rage_stage_research","https://osom-music.bandcamp.com/track/forking-path","https://osom-music.bandcamp.com/track/forking-path","","","","","","https://osom-music.bandcamp.com/track/forking-path","","dark_experimental;modular_psytrance","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Bandcamp oficial identifica o projeto, origem argentina e foco em modular synthesis dentro do psychedelic trance.","https://osom-music.bandcamp.com/track/plucked-out","https://osom-music.bandcamp.com/"
"dark_psy","Megalopsy","Maleficio","Megalopsy","","","","","Argentina","Buenos Aires","Megalopsy e exploracao psicodelica nascida em Buenos Aires e parte do ecossistema Dark Prisma.","darkpsy / psychedelic trance / avant-garde psytrance","Usar como dark_psy/avant-garde psytrance; nao marcar como hitech.","mop_brasil_2026_rage_stage_research","https://megalopsy.bandcamp.com/","https://www.deezer.com/track/92900866","92900866","https://www.deezer.com/track/92900866","","","","","","darkpsy;dark_prisma","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Bandcamp oficial descreve Megalopsy como exploracao psicodelica de Buenos Aires; Dark Prisma lista o artista.","https://darkprisma.bandcamp.com/artists","https://darkprisma.bandcamp.com/"
"dark_psy","Megalopsy","Alien Stretcher","Megalopsy","","","","","Argentina","Buenos Aires","Megalopsy e exploracao psicodelica nascida em Buenos Aires e parte do ecossistema Dark Prisma.","darkpsy / psychedelic trance / avant-garde psytrance","Usar como dark_psy/avant-garde psytrance; nao marcar como hitech.","mop_brasil_2026_rage_stage_research","https://megalopsy.bandcamp.com/","https://www.deezer.com/track/6242885","6242885","https://www.deezer.com/track/6242885","","","","","","darkpsy;psytrance","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Bandcamp oficial descreve Megalopsy como exploracao psicodelica de Buenos Aires; Dark Prisma lista o artista.","https://darkprisma.bandcamp.com/artists","https://darkprisma.bandcamp.com/"
"dark_psy","Megalopsy","Megalupis","Megalopsy","","","","","Argentina","Buenos Aires","Megalopsy e exploracao psicodelica nascida em Buenos Aires e parte do ecossistema Dark Prisma.","darkpsy / psychedelic trance / avant-garde psytrance","Usar como dark_psy/avant-garde psytrance; nao marcar como hitech.","mop_brasil_2026_rage_stage_research","https://megalopsy.bandcamp.com/","https://www.deezer.com/track/6167718","6167718","https://www.deezer.com/track/6167718","","","","","","darkpsy;psytrance","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Bandcamp oficial descreve Megalopsy como exploracao psicodelica de Buenos Aires; Dark Prisma lista o artista.","https://darkprisma.bandcamp.com/artists","https://darkprisma.bandcamp.com/"
"psycore","Zik","Voodoo People","Parvati Records / Zik live archive","178","","","","Greece","","Zik e projeto grego de darkpsy/psycore ligado ao circuito MOP e Parvati, tambem presente no duo ZikOre com Orestis.","darkpsy / psycore","Usar Zik com cuidado: psycore/darkpsy underground, sem confundir com homonimos de musica mainstream.","mop_brasil_2026_rage_stage_research","https://ektoplazm.com/artist/zik","https://ektoplazm.com/artist/zik","","","","","","","","psycore;darkpsy;parvati","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","medium_high","Ektoplazm indexa Zik em darkpsy/forest; lineup MOP/JamBase confirma Zik e ZikOre no Rage Stage.","https://parvati-records.com/",""
"dark_psy","Orestis","P.O. Saga","Orestis","","","","","Greece","","Orestis e produtor grego de darkpsy, com faixas solo e colabs com Psykovsky e ZikOre no circuito MOP.","darkpsy / experimental psytrance / psycore-adjacent","Classificar como dark_psy; usar psycore apenas em colabs/faixas explicitamente mais extremas.","mop_brasil_2026_rage_stage_research","https://www.deezer.com/track/118571264","https://www.deezer.com/track/118571264","118571264","https://www.deezer.com/track/118571264","","","","","","darkpsy;experimental","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Deezer confirma catalogo solo como P.O. Saga; MOP Brazil confirma Orestis e ZikOre no Rage Stage.","https://www.facebook.com/orestismusic.net/posts/-masters-of-puppets-brazil-edition-%EF%B8%8F-orestis-zikore-zikore-osom%EF%B8%8F-15-18-may-2026-/1504085841085441/",""
"dark_psy","Orestis","Boipeba Roam","Orestis","","","","","Greece","","Orestis e produtor grego de darkpsy, com faixas solo e colabs com Psykovsky e ZikOre no circuito MOP.","darkpsy / experimental psytrance / psycore-adjacent","Classificar como dark_psy; usar psycore apenas em colabs/faixas explicitamente mais extremas.","mop_brasil_2026_rage_stage_research","https://www.deezer.com/track/118571246","https://www.deezer.com/track/118571246","118571246","https://www.deezer.com/track/118571246","","","","","","darkpsy","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Deezer confirma catalogo solo como P.O. Saga; MOP Brazil confirma Orestis e ZikOre no Rage Stage.","https://www.facebook.com/orestismusic.net/posts/-masters-of-puppets-brazil-edition-%EF%B8%8F-orestis-zikore-zikore-osom%EF%B8%8F-15-18-may-2026-/1504085841085441/",""
"dark_psy","Orestis","Cosmic Arena","Orestis","","","","","Greece","","Orestis e produtor grego de darkpsy, com faixas solo e colabs com Psykovsky e ZikOre no circuito MOP.","darkpsy / experimental psytrance / psycore-adjacent","Classificar como dark_psy; usar psycore apenas em colabs/faixas explicitamente mais extremas.","mop_brasil_2026_rage_stage_research","https://www.deezer.com/track/118571248","https://www.deezer.com/track/118571248","118571248","https://www.deezer.com/track/118571248","","","","","","darkpsy","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Deezer confirma catalogo solo como P.O. Saga; MOP Brazil confirma Orestis e ZikOre no Rage Stage.","https://www.facebook.com/orestismusic.net/posts/-masters-of-puppets-brazil-edition-%EF%B8%8F-orestis-zikore-zikore-osom%EF%B8%8F-15-18-may-2026-/1504085841085441/",""
"dark_psy","ZikOre","Universal Modules","ZikOre","","","","","Greece","","ZikOre e a colaboracao de Zik e Orestis, com Universal Modules em plataformas e slot proprio no Rage Stage.","darkpsy / experimental psytrance collaboration","Tratar como projeto colaborativo Zik + Orestis; nao criar grafias separadas Zikore/ZikOre sem alias.","mop_brasil_2026_rage_stage_research","https://www.viberate.com/artist/zikore/","https://www.deezer.com/track/68377069","68377069","https://www.deezer.com/track/68377069","","","","","","darkpsy;zik_orestis","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Viberate e Deezer confirmam ZikOre/Zikore; MOP Brazil lista Zikore como set Zik & Orestis.","https://www.viberate.com/artist/zikore/",""
"psycore","Osom","Acai Asassin","Osom","","","","","Russia","Moscow","Osom e o projeto de Kindzadza com Psykovsky, uma referencia russa de darkpsy/psycore de alta intensidade.","psycore / darkpsy / high-BPM psytrance","Usar Osom como psycore/darkpsy extremo; nao separar como DJ duo sem faixas.","mop_brasil_2026_rage_stage_research","https://www.deezer.com/track/119400404","https://www.deezer.com/track/119400404","119400404","https://www.deezer.com/track/119400404","","","","","","psycore;darkpsy","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Trancentral identifica OSOM como Kindzadza + Psykovsky; Deezer confirma faixas Acai Asassin e Carcosa.","https://www.deezer.com/track/119400404",""
"psycore","Osom","Carcosa","Osom","","","","","Russia","Moscow","Osom e o projeto de Kindzadza com Psykovsky, uma referencia russa de darkpsy/psycore de alta intensidade.","psycore / darkpsy / high-BPM psytrance","Usar Osom como psycore/darkpsy extremo; nao separar como DJ duo sem faixas.","mop_brasil_2026_rage_stage_research","https://www.deezer.com/track/119400402","https://www.deezer.com/track/119400402","119400402","https://www.deezer.com/track/119400402","","","","","","psycore;darkpsy","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Trancentral identifica OSOM como Kindzadza + Psykovsky; Deezer confirma faixas Acai Asassin e Carcosa.","https://www.deezer.com/track/119400404",""
"psycore","Kindzadza","Full of Life","Kindzadza","","","","","Russia","Moscow","Kindzadza, de Moscou, e um dos fundadores do som dark psytrance russo e do selo OSOM Music.","darkpsy / psycore / experimental psytrance","Usar Kindzadza como psycore/darkpsy de referencia; nao jogar em hi_tech por BPM alto.","mop_brasil_2026_rage_stage_research","https://sunstation.ru/artists/kindzadza/","https://www.deezer.com/track/2562085652","2562085652","https://www.deezer.com/track/2562085652","","","","","","psycore;darkpsy","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Sun Station descreve Leo Kindzadza como fundador do dark psytrance russo e OSOM Music.","https://sunstation.ru/artists/kindzadza/",""
"psycore","Kindzadza","Krakatalo","Kindzadza","","","","","Russia","Moscow","Kindzadza, de Moscou, e um dos fundadores do som dark psytrance russo e do selo OSOM Music.","darkpsy / psycore / experimental psytrance","Usar Kindzadza como psycore/darkpsy de referencia; nao jogar em hi_tech por BPM alto.","mop_brasil_2026_rage_stage_research","https://sunstation.ru/artists/kindzadza/","https://www.deezer.com/track/2562085712","2562085712","https://www.deezer.com/track/2562085712","","","","","","psycore;darkpsy","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Sun Station descreve Leo Kindzadza como fundador do dark psytrance russo e OSOM Music.","https://sunstation.ru/artists/kindzadza/",""
"psycore","Kindzadza","Multi U","Kindzadza","","","","","Russia","Moscow","Kindzadza, de Moscou, e um dos fundadores do som dark psytrance russo e do selo OSOM Music.","darkpsy / psycore / experimental psytrance","Usar Kindzadza como psycore/darkpsy de referencia; nao jogar em hi_tech por BPM alto.","mop_brasil_2026_rage_stage_research","https://www.deezer.com/track/121130608","https://www.deezer.com/track/121130608","121130608","https://www.deezer.com/track/121130608","","","","","","psycore;darkpsy","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Sun Station descreve Leo Kindzadza como fundador do dark psytrance russo e OSOM Music.","https://sunstation.ru/artists/kindzadza/",""
"psycore","Psykovsky","Ketzakoatl","Psykovsky","","","","","Russia","Moscow","Psykovsky, aka Vasily Markelov, e produtor russo de psytrance extremo, associado a Vertigo, Transdriver e OSOM.","psycore / darkpsy / experimental psytrance","Usar Psykovsky em psycore/darkpsy experimental; evitar tracks de homonimos ou creditos errados em plataformas.","mop_brasil_2026_rage_stage_research","https://trancentral.tv/2018/05/psykovsky-10-essential-tracks/","https://www.deezer.com/track/1757628327","1757628327","https://www.deezer.com/track/1757628327","","","","","","psycore;darkpsy","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Trancentral identifica Psykovsky como produtor russo de psytrance; valida tracks essenciais.","https://trancentral.tv/2018/05/psykovsky-10-essential-tracks/",""
"psycore","Psykovsky","Tender Nest","Psykovsky","","","","","Russia","Moscow","Psykovsky, aka Vasily Markelov, e produtor russo de psytrance extremo, associado a Vertigo, Transdriver e OSOM.","psycore / darkpsy / experimental psytrance","Usar Psykovsky em psycore/darkpsy experimental; evitar tracks de homonimos ou creditos errados em plataformas.","mop_brasil_2026_rage_stage_research","https://trancentral.tv/2018/05/psykovsky-10-essential-tracks/","https://www.deezer.com/track/990782692","990782692","https://www.deezer.com/track/990782692","","","","","","psycore;darkpsy","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Trancentral identifica Psykovsky como produtor russo de psytrance; valida tracks essenciais.","https://trancentral.tv/2018/05/psykovsky-10-essential-tracks/",""
"dark_psy","Psykovsky","P.O. Saga","Psykovsky & Orestis","","https://cdnt-preview.dzcdn.net/api/1/1/6/e/5/0/6e5dd404b23b7c6a08962efbdb799d28.mp3?hdnea=exp=1782083060~acl=/api/1/1/6/e/5/0/6e5dd404b23b7c6a08962efbdb799d28.mp3*~data=user_id=0,application_id=42~hmac=70fa7086eeba1bd7b5d5466215c9f54690f90030c6683985be1331f50cd9c99b","2016-02-05","498","Russia","Moscow","Psykovsky, aka Vasily Markelov, e produtor russo de psytrance extremo, associado a Vertigo, Transdriver e OSOM.","psycore / darkpsy / experimental psytrance","Usar Psykovsky em psycore/darkpsy experimental; evitar tracks de homonimos ou creditos errados em plataformas.","mop_brasil_2026_rage_stage_research","https://www.deezer.com/track/118571264","https://www.deezer.com/track/118571264","118571264","https://www.deezer.com/track/118571264","https://cdn-images.dzcdn.net/images/cover/675bf2c68aab75d212851ac78bc7f9b6/1000x1000-000000-80-0-0.jpg","","","","","darkpsy;orestis_collab","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Trancentral identifica Psykovsky como produtor russo de psytrance; valida tracks essenciais.","https://trancentral.tv/2018/05/psykovsky-10-essential-tracks/",""
"dark_experimental","Sectio Aurea","Sparks","The Essence","","https://cdnt-preview.dzcdn.net/api/1/1/b/b/7/0/bb78bc055740e568102443891095c76d.mp3?hdnea=exp=1782083060~acl=/api/1/1/b/b/7/0/bb78bc055740e568102443891095c76d.mp3*~data=user_id=0,application_id=42~hmac=0c2cacb056b3638677edbd24f1b67edaa57b84531918dbdb1aec3e12f12125f6","2019-03-20","593","Switzerland","","Sectio Aurea assina trance psicodelico abstrato, complexo e avant-garde, com material proprio no Bandcamp.","abstract psychedelic trance / avant-garde / dark experimental","Usar dark_experimental; nao confundir com hitech mesmo quando uma faixa passa de 190 BPM.","mop_brasil_2026_rage_stage_research","https://sectioaurea.bandcamp.com/track/sectio-aurea-sparks","https://www.deezer.com/track/688356372","688356372","https://www.deezer.com/track/688356372","https://cdn-images.dzcdn.net/images/cover/f3b8fa65fa4614670494b69e891a0ed8/1000x1000-000000-80-0-0.jpg","","","https://sectioaurea.bandcamp.com/track/sectio-aurea-sparks","","dark_experimental;avant_garde_psytrance","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Bandcamp oficial descreve o projeto como Abstract and Complex Psychedelic Trance, Avant-garde, PsyBaroque, neoDada.","https://sectioaurea.bandcamp.com/track/sectio-aurea-sparks",""
"dark_experimental","Sectio Aurea","Deep Resonance","Research of Harmony","198","","","","Switzerland","","Sectio Aurea assina trance psicodelico abstrato, complexo e avant-garde, com material proprio no Bandcamp.","abstract psychedelic trance / avant-garde / dark experimental","Usar dark_experimental; nao confundir com hitech mesmo quando uma faixa passa de 190 BPM.","mop_brasil_2026_rage_stage_research","https://meckoadn.bandcamp.com/track/sectio-aurea-deep-resonance-198-bpm","https://meckoadn.bandcamp.com/track/sectio-aurea-deep-resonance-198-bpm","","","","","","https://meckoadn.bandcamp.com/track/sectio-aurea-deep-resonance-198-bpm","","dark_experimental;198_bpm;not_hitech_by_default","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Bandcamp oficial descreve o projeto como Abstract and Complex Psychedelic Trance, Avant-garde, PsyBaroque, neoDada.","https://sectioaurea.bandcamp.com/track/sectio-aurea-sparks",""
"dark_experimental","Sectio Aurea","E Il Cielo Dei Cieli","Sectio Aurea","","https://cdnt-preview.dzcdn.net/api/1/1/8/1/9/0/819fa606190feadfebdcd6447101f492.mp3?hdnea=exp=1782083060~acl=/api/1/1/8/1/9/0/819fa606190feadfebdcd6447101f492.mp3*~data=user_id=0,application_id=42~hmac=e5968fce58ae4265697b7b91cea91500f2707f4dcebafe86f0c1449d7504a743","2016-05-20","805","Switzerland","","Sectio Aurea assina trance psicodelico abstrato, complexo e avant-garde, com material proprio no Bandcamp.","abstract psychedelic trance / avant-garde / dark experimental","Usar dark_experimental; nao confundir com hitech mesmo quando uma faixa passa de 190 BPM.","mop_brasil_2026_rage_stage_research","https://www.deezer.com/track/1195351052","https://www.deezer.com/track/1195351052","1195351052","https://www.deezer.com/track/1195351052","https://cdn-images.dzcdn.net/images/cover/8c2979473af3af19f77688f38ca6e846/1000x1000-000000-80-0-0.jpg","","","","","dark_experimental","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Bandcamp oficial descreve o projeto como Abstract and Complex Psychedelic Trance, Avant-garde, PsyBaroque, neoDada.","https://sectioaurea.bandcamp.com/track/sectio-aurea-sparks",""
"hi_tech","AlpsCore","Phatty","ALPSCORE","","https://cdnt-preview.dzcdn.net/api/1/1/b/e/1/0/be1948b8a9e0a9b8233892503fa9f712.mp3?hdnea=exp=1782083060~acl=/api/1/1/b/e/1/0/be1948b8a9e0a9b8233892503fa9f712.mp3*~data=user_id=0,application_id=42~hmac=15d2fc9533bab545ef1d492d6db12fb2aa7ff211bceb813289db172a75e51200","2017-11-12","416","Austria","Innsbruck","AlpsCore e o projeto de Max Franzelin, baseado nos Alpes tiroleses, criado para musica eletronica dura e de alta energia.","hi-tech psytrance / psycore-adjacent","Usar AlpsCore como hi_tech/psycore-adjacent; nao marcar como dark experimental.","mop_brasil_2026_rage_stage_research","https://alpscore.bandcamp.com/music","https://www.deezer.com/track/623681532","623681532","https://www.deezer.com/track/623681532","https://cdn-images.dzcdn.net/images/cover/09fbfadd44d22bca45188c30674b47cb/1000x1000-000000-80-0-0.jpg","","","","","hi_tech;psycore_adjacent","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Bandcamp oficial descreve o projeto e Deezer confirma discografia como Red Snow, Higher Universe e Phatty.","https://www.deezer.com/en/artist/14475823",""
"hi_tech","AlpsCore","Higher Universe","ALPSCORE","","https://cdnt-preview.dzcdn.net/api/1/1/3/3/2/0/3326183f4c5a5463d0c017cd7b912e4f.mp3?hdnea=exp=1782083060~acl=/api/1/1/3/3/2/0/3326183f4c5a5463d0c017cd7b912e4f.mp3*~data=user_id=0,application_id=42~hmac=dfd0434d7491c18d730a5d5c7557b11a4e136e87beef10f521b1438b1fe2f60d","2021-02-14","556","Austria","Innsbruck","AlpsCore e o projeto de Max Franzelin, baseado nos Alpes tiroleses, criado para musica eletronica dura e de alta energia.","hi-tech psytrance / psycore-adjacent","Usar AlpsCore como hi_tech/psycore-adjacent; nao marcar como dark experimental.","mop_brasil_2026_rage_stage_research","https://www.deezer.com/en/artist/14475823","https://www.deezer.com/track/1236629222","1236629222","https://www.deezer.com/track/1236629222","https://cdn-images.dzcdn.net/images/cover/ac650d78ad295aecfacb637b014356ac/1000x1000-000000-80-0-0.jpg","","","","","hi_tech","Masters of Puppets Brazil 2026 - Rage Stage by Void Brasil;Rage Stage;Void Brasil","festival_lineup_verified","mop_brasil_2026_rage_stage_anchor;producer_with_verified_tracks","high","Bandcamp oficial descreve o projeto e Deezer confirma discografia como Red Snow, Higher Universe e Phatty.","https://www.deezer.com/en/artist/14475823",""
