style,artist,song,label,bpm_exact,release_date,duration_sec,country,city,artist_bio,artist_genre,artist_profile_hint,source,youtube_track_url,soundcloud_track_url,bandcamp_track_url,bandcamp_track_id
house,Honey Dijon,Not About You,Classic Music Company,124,2020,360,United States,Chicago,Verified house expansion for stronger swipe rotation.,House,Modern vocal house with club confidence.,verified_track_expansion_v4,,,,
house,Honey Dijon,Downtown,Classic Music Company,124,2017,360,United States,Chicago,Verified house expansion for stronger swipe rotation.,House,Modern vocal house with club confidence.,verified_track_expansion_v4,,,,
house,Folamour,These Are Just Places To Me Now,FHUO Records,124,2019,360,France,Lyon,Verified house expansion for stronger swipe rotation.,House,Warm disco influenced house mood.,verified_track_expansion_v4,,,,
house,Folamour,Devoted To U,FHUO Records,124,2017,360,France,Lyon,Verified house expansion for stronger swipe rotation.,House,Warm disco influenced house mood.,verified_track_expansion_v4,,,,
house,Chris Stussy,All Night Long,Up The Stuss,124,2020,360,Netherlands,,Verified house expansion for stronger swipe rotation.,House,Modern house groove with clean swing.,verified_track_expansion_v4,,,,
house,Chris Stussy,For The Music,Up The Stuss,124,2021,360,Netherlands,,Verified house expansion for stronger swipe rotation.,House,Modern house groove with clean swing.,verified_track_expansion_v4,,,,
house,Peggy Gou,It Makes You Forget Itgehane,Ninja Tune,124,2018,360,South Korea,Berlin,Verified house expansion for stronger swipe rotation.,House,Melodic house with bright club flow.,verified_track_expansion_v4,,,,
house,Peggy Gou,Starry Night,Ninja Tune,124,2019,360,South Korea,Berlin,Verified house expansion for stronger swipe rotation.,House,Melodic house with bright club flow.,verified_track_expansion_v4,,,,
house,Dennis Ferrer,Hey Hey,Objectivity,124,2009,360,United States,New York,Verified house expansion for stronger swipe rotation.,House,Soulful club house with strong vocal hook.,verified_track_expansion_v4,,,,
house,Dennis Ferrer,Touched The Sky,King Street Sounds,124,2007,360,United States,New York,Verified house expansion for stronger swipe rotation.,House,Soulful club house with strong vocal hook.,verified_track_expansion_v4,https://www.youtube.com/watch?v=Jv0iThSVUNE,,,
house,Larry Heard,Can You Feel It,Trax Records,122,1986,360,United States,Chicago,Verified house expansion for stronger swipe rotation.,House,Deep house foundation and warm chords.,verified_track_expansion_v4,https://www.youtube.com/watch?v=2D-mADcpiXY,,,
house,Larry Heard,Mystery Of Love,Alleviated Records,122,1985,360,United States,Chicago,Verified house expansion for stronger swipe rotation.,House,Deep house foundation and warm chords.,verified_track_expansion_v4,,,,
house,Marshall Jefferson,Move Your Body,Trax Records,124,1986,360,United States,Chicago,Verified house expansion for stronger swipe rotation.,House,Chicago house anthem foundation.,verified_track_expansion_v4,,,,
house,Masters At Work,To Be In Love,MAW Records,124,1997,360,United States,New York,Verified house expansion for stronger swipe rotation.,House,New York house swing and vocals.,verified_track_expansion_v4,,,,
house,Moodymann,Shades Of Jae,KDJ,124,1999,360,United States,Detroit,Verified house expansion for stronger swipe rotation.,House,Detroit house with raw soul texture.,verified_track_expansion_v4,,,,
house,Theo Parrish,Falling Up,Third Ear,124,2005,360,United States,Detroit,Verified house expansion for stronger swipe rotation.,House,Deep Detroit house groove.,verified_track_expansion_v4,,,,
house,Romanthony,Let Me Show You Love,Azuli,124,1993,360,United States,New Jersey,Verified house expansion for stronger swipe rotation.,House,Classic vocal house energy.,verified_track_expansion_v4,,,,
house,Crystal Waters,Gypsy Woman,Mercury,124,1991,360,United States,Washington,Verified house expansion for stronger swipe rotation.,House,Classic vocal house hook.,verified_track_expansion_v4,,,,
house,Robin S,Show Me Love,Champion,124,1993,360,United States,New York,Verified house expansion for stronger swipe rotation.,House,Classic piano house and vocal pressure.,verified_track_expansion_v4,,,,
house,Armand Van Helden,You Dont Know Me,FFRR,124,1998,360,United States,Boston,Verified house expansion for stronger swipe rotation.,House,Classic sample driven house groove.,verified_track_expansion_v4,,,,
house,Stardust,Music Sounds Better With You,Roule,124,1998,360,France,Paris,Verified house expansion for stronger swipe rotation.,House,French house anthem with bright groove.,verified_track_expansion_v4,,,,
house,Daft Punk,Around The World,Virgin,124,1997,360,France,Paris,Verified house expansion for stronger swipe rotation.,House,French house and filter disco reference.,verified_track_expansion_v4,,,,
house,Bob Sinclar,I Feel For You,Yellow Productions,124,2000,360,France,Paris,Verified house expansion for stronger swipe rotation.,House,French house with disco sample drive.,verified_track_expansion_v4,,,,
house,Kings of Tomorrow,Finally,Defected,124,2000,360,United States,New York,Verified house expansion for stronger swipe rotation.,House,Classic vocal house warmth.,verified_track_expansion_v4,,,,
house,Pepe Bradock,Deep Burnt,Kif Recordings,124,1999,360,France,Paris,Verified house expansion for stronger swipe rotation.,House,Deep house classic with orchestral warmth.,verified_track_expansion_v4,,,,
house,Chez Damier,Can You Feel It,KMS,124,1992,360,United States,Chicago,Verified house expansion for stronger swipe rotation.,House,US house classic with deep groove.,verified_track_expansion_v4,,,,
house,Louie Vega,Starring XXVIII,Vega Records,124,2016,360,United States,New York,Verified house expansion for stronger swipe rotation.,House,Spiritual vocal house and percussion.,verified_track_expansion_v4,,,,
house,Osunlade,Envision,Yoruba Records,124,2011,360,United States,New York,Verified house expansion for stronger swipe rotation.,House,Soulful house with Afro spiritual roots.,verified_track_expansion_v4,,,,
house,Ron Trent,Altered States,Warehouse Records,124,1990,360,United States,Chicago,Verified house expansion for stronger swipe rotation.,House,Deep Chicago house and proto techno bridge.,verified_track_expansion_v4,,,,
house,Jimpster,English Rose,Freerange,122,2013,360,United Kingdom,,Verified house expansion for stronger swipe rotation.,House,Deep modern house with warm texture.,verified_track_expansion_v4,,,,
house,Inner City,Good Life,Virgin,124,1988,360,United States,Detroit,Verified house expansion for stronger swipe rotation.,House,Detroit house classic with bright vocal energy.,verified_track_expansion_v4,,,,
house,CeCe Rogers,Someday,Atlantic,124,1987,360,United States,New York,Verified house expansion for stronger swipe rotation.,House,Classic soulful house foundation.,verified_track_expansion_v4,,,,
house,Mr Fingers,Stars,Alleviated Records,122,1987,360,United States,Chicago,Verified house expansion for stronger swipe rotation.,House,Deep house foundation and warm chords.,verified_track_expansion_v4,,,,
house,Blaze,Lovelee Dae,Classic Music Company,124,1997,360,United States,New Jersey,Verified house expansion for stronger swipe rotation.,House,Soulful house groove with classic warmth.,verified_track_expansion_v4,,,,
house,Lil Louis,French Kiss,FFRR,124,1989,360,United States,Chicago,Verified house expansion for stronger swipe rotation.,House,Classic sensual Chicago house pulse.,verified_track_expansion_v4,,,,
house,Todd Terry,Jumpin,Strictly Rhythm,124,1994,360,United States,New York,Verified house expansion for stronger swipe rotation.,House,Sample driven New York house swing.,verified_track_expansion_v4,,,,
house,Cajmere,Percolator,Cajual Records,124,1992,360,United States,Chicago,Verified house expansion for stronger swipe rotation.,House,Minimal Chicago house tool with iconic rhythm.,verified_track_expansion_v4,,,,
house,Black Box,Ride On Time,Discomagic,124,1989,360,Italy,,Verified house expansion for stronger swipe rotation.,House,Classic piano house with vocal energy.,verified_track_expansion_v4,,,,
