"style","artist","country","city","artist_bio","artist_genre","artist_profile_hint","scene_role","source_anchor","source_anchor_url","primary_social_url","social_discovery_links","label_links","cover_art_url","profile_tracks","status","confidence","source_note"
"chillstep","Blackmill","United Kingdom","Highlands","Blackmill is included as a Chillstep reference artist in electronic_subgenre_expansion_v15_20260621.","Chillstep","Recommend Blackmill when the user asks for Chillstep or adjacent electronic club music.","chillstep_anchor_artist_depth","Miracle","https://www.deezer.com/track/22945401","https://www.google.com/search?q=Blackmill%20official","https://open.spotify.com/search/Blackmill;https://soundcloud.com/search?q=Blackmill;https://www.youtube.com/results?search_query=Blackmill%20official","https://www.beatport.com/search?q=Blackmill%20Let%20It%20Be%20(feat.%20Veela);https://www.discogs.com/search/?q=Blackmill%20Let%20It%20Be%20(feat.%20Veela)&type=all","https://cdn-images.dzcdn.net/images/cover/1f6bf3ef5397659d870db248b2d51a2b/500x500-000000-80-0-0.jpg","Let It Be (feat. Veela); Love at Heart; Lucid Truth; Miracle (140); My Love; Sarajevo (Blackmill Remix); Spirit of Life; The Drift","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"chillstep","CMA","United Kingdom","International","CMA is included as a Chillstep reference artist in electronic_subgenre_expansion_v15_20260621.","Chillstep","Recommend CMA when the user asks for Chillstep or adjacent electronic club music.","chillstep_melodic_artist_depth","Freedom - EP","https://www.deezer.com/track/97509084","https://www.google.com/search?q=CMA%20official","https://open.spotify.com/search/CMA;https://soundcloud.com/search?q=CMA;https://www.youtube.com/results?search_query=CMA%20official","https://www.beatport.com/search?q=CMA%20Better%20Places;https://www.discogs.com/search/?q=CMA%20Better%20Places&type=all","https://cdn-images.dzcdn.net/images/cover/217e1f99af2993149866e9e5018d6695/500x500-000000-80-0-0.jpg","Better Places; Caught In Our Thoughts; Don't Look Back; It's Just a Dream; Journey; Light Of Dawn (feat. Electus); You're Free (140); You're Not Alone Part II","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"complextro","Porter Robinson","United States","Chapel Hill","Porter Robinson is included as a Complextro reference artist in electronic_subgenre_expansion_v15_20260621.","Complextro","Recommend Porter Robinson when the user asks for Complextro or adjacent electronic club music.","complextro_glitch_pop_artist_depth","SMILE! :D","https://www.deezer.com/track/3484513191","https://www.google.com/search?q=Porter%20Robinson%20official","https://open.spotify.com/search/Porter%20Robinson;https://soundcloud.com/search?q=Porter%20Robinson;https://www.youtube.com/results?search_query=Porter%20Robinson%20official","https://www.beatport.com/search?q=Porter%20Robinson%20Cheerleader;https://www.discogs.com/search/?q=Porter%20Robinson%20Cheerleader&type=all","https://cdn-images.dzcdn.net/images/cover/d8ca81c43214777fcf9bd15826a881d5/500x500-000000-80-0-0.jpg","Cheerleader; Everything Goes On; Goodbye To A World; Language; Look at the Sky; Sad Machine; Say My Name (128); Shelter","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"complextro","Wolfgang Gartner","United States","Los Angeles","Wolfgang Gartner is included as a Complextro reference artist in electronic_subgenre_expansion_v15_20260621.","Complextro","Recommend Wolfgang Gartner when the user asks for Complextro or adjacent electronic club music.","complextro_electro_anchor_artist_depth","Animal Rights (Westend Remix)","https://www.deezer.com/track/3807521232","https://www.google.com/search?q=Wolfgang%20Gartner%20official","https://open.spotify.com/search/Wolfgang%20Gartner;https://soundcloud.com/search?q=Wolfgang%20Gartner;https://www.youtube.com/results?search_query=Wolfgang%20Gartner%20official","https://www.beatport.com/search?q=Wolfgang%20Gartner%20Animal%20Rights;https://www.discogs.com/search/?q=Wolfgang%20Gartner%20Animal%20Rights&type=all","https://cdn-images.dzcdn.net/images/cover/79a4f325933b2ff996314c10fd1680ee/500x500-000000-80-0-0.jpg","Animal Rights; Channel 42; Channel 43; Ching Ching; Forever (feat. will.i.am); Illmerica (128); The Devil's Den; We Own the Night","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"crossbreed","Counterstrike","South Africa","Cape Town","Counterstrike is included as a Crossbreed reference artist in electronic_subgenre_expansion_v15_20260621.","Crossbreed","Recommend Counterstrike when the user asks for Crossbreed or adjacent electronic club music.","crossbreed_dnb_hardcore_artist_depth","BARCODE 50","https://www.deezer.com/track/3328633441","https://www.google.com/search?q=Counterstrike%20official","https://open.spotify.com/search/Counterstrike;https://soundcloud.com/search?q=Counterstrike;https://www.youtube.com/results?search_query=Counterstrike%20official","https://www.beatport.com/search?q=Counterstrike%203%20Day%20Binge;https://www.discogs.com/search/?q=Counterstrike%203%20Day%20Binge&type=all","https://cdn-images.dzcdn.net/images/cover/c81ef2dcc8771a6542f249e984d474c9/500x500-000000-80-0-0.jpg","3 Day Binge; Cut You Into Little Pieces (VIP); Deathstar (Forbidden Society remix); Extreme Mutilation; Let It Roll; Maniac (Nanotek Remix); Pentagram (Synthakt Remix); Timewarp Vip (175)","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"crossbreed","The Outside Agency","Netherlands","International","The Outside Agency is included as a Crossbreed reference artist in electronic_subgenre_expansion_v15_20260621.","Crossbreed","Recommend The Outside Agency when the user asks for Crossbreed or adjacent electronic club music.","crossbreed_anchor_artist_depth","The Dogs Are Listening","https://www.deezer.com/track/3358032801","https://www.google.com/search?q=The%20Outside%20Agency%20official","https://open.spotify.com/search/The%20Outside%20Agency;https://soundcloud.com/search?q=The%20Outside%20Agency;https://www.youtube.com/results?search_query=The%20Outside%20Agency%20official","https://www.beatport.com/search?q=The%20Outside%20Agency%20Forest%20Children;https://www.discogs.com/search/?q=The%20Outside%20Agency%20Forest%20Children&type=all","https://cdn-images.dzcdn.net/images/cover/9c57c36d18db2b27472be8f1bb5d6b67/500x500-000000-80-0-0.jpg","Forest Children; Headphone Wisdom; The Machinery of Death (175); The Rule","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"dark_ambient","Lustmord","United Kingdom","North Wales","Lustmord is included as a Dark Ambient reference artist in electronic_subgenre_expansion_v15_20260621.","Dark Ambient","Recommend Lustmord when the user asks for Dark Ambient or adjacent electronic club music.","dark_ambient_anchor_artist_depth","The Others (Lustmord Deconstructed)","https://www.deezer.com/track/1595131921","https://www.google.com/search?q=Lustmord%20official","https://open.spotify.com/search/Lustmord;https://soundcloud.com/search?q=Lustmord;https://www.youtube.com/results?search_query=Lustmord%20official","https://www.beatport.com/search?q=Lustmord%20Er%20Eb%20Os;https://www.discogs.com/search/?q=Lustmord%20Er%20Eb%20Os&type=all","https://cdn-images.dzcdn.net/images/cover/565ce45349f9b75dc1e5b9540c6a8418/500x500-000000-80-0-0.jpg","Er Eb Os; Heresy; Prime; The Bloated Pope; Toadi Acceleratio","published","medium_high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"dark_ambient","Raison d'etre","Sweden","Linkoping","Raison d'etre is included as a Dark Ambient reference artist in electronic_subgenre_expansion_v15_20260621.","Dark Ambient","Recommend Raison d'etre when the user asks for Dark Ambient or adjacent electronic club music.","dark_ambient_ritual_artist_depth","Within the Depths of Silence and Phormations (Sublime Edition)","https://www.deezer.com/track/3519518321","https://www.google.com/search?q=Raison%20d'etre%20official","https://open.spotify.com/search/Raison%20d'etre;https://soundcloud.com/search?q=Raison%20d'etre;https://www.youtube.com/results?search_query=Raison%20d'etre%20official","https://www.beatport.com/search?q=Raison%20d'etre%20Dreams%20Essence;https://www.discogs.com/search/?q=Raison%20d'etre%20Dreams%20Essence&type=all","https://cdn-images.dzcdn.net/images/cover/d30cbbe6f5465a832af5e6fd89dbdf96/500x500-000000-80-0-0.jpg","Dreams Essence; Metamorphyses I; Sophrosyne; The Wasteland","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"darkstep","Limewax","Netherlands","Utrecht","Limewax is included as a Darkstep reference artist in electronic_subgenre_expansion_v15_20260621.","Darkstep","Recommend Limewax when the user asks for Darkstep or adjacent electronic club music.","darkstep_heavy_artist_depth","Lordz EP","https://www.deezer.com/track/137838951","https://www.google.com/search?q=Limewax%20official","https://open.spotify.com/search/Limewax;https://soundcloud.com/search?q=Limewax;https://www.youtube.com/results?search_query=Limewax%20official","https://www.beatport.com/search?q=Limewax%20Born%20With%20A%20Secret;https://www.discogs.com/search/?q=Limewax%20Born%20With%20A%20Secret&type=all","https://cdn-images.dzcdn.net/images/cover/2a7c06118acfcc6e20cc902207117643/500x500-000000-80-0-0.jpg","Born With A Secret; Contemptuous Detachment; Demolished; One Of Them (174); R-Killer","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"darkstep","Technical Itch","United Kingdom","Bristol","Technical Itch is included as a Darkstep reference artist in electronic_subgenre_expansion_v15_20260621.","Darkstep","Recommend Technical Itch when the user asks for Darkstep or adjacent electronic club music.","darkstep_anchor_artist_depth","Progression Threat One","https://www.deezer.com/track/70724365","https://www.google.com/search?q=Technical%20Itch%20official","https://open.spotify.com/search/Technical%20Itch;https://soundcloud.com/search?q=Technical%20Itch;https://www.youtube.com/results?search_query=Technical%20Itch%20official","https://www.beatport.com/search?q=Technical%20Itch%20Code%20Weave;https://www.discogs.com/search/?q=Technical%20Itch%20Code%20Weave&type=all","https://cdn-images.dzcdn.net/images/cover/b9d6877c1a66c275f77fcea01bd80e07/500x500-000000-80-0-0.jpg","Code Weave; My Being; No Longer Human (feat. Robyn Chaos); Oblivion Survival; Progress Trap; Soldiers; The Risin; The Rukus (174)","published","medium_high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"darksynth","Carpenter Brut","France","Poitiers","Carpenter Brut is included as a Darksynth reference artist in electronic_subgenre_expansion_v15_20260621.","Darksynth","Recommend Carpenter Brut when the user asks for Darksynth or adjacent electronic club music.","darksynth_heavy_artist_depth","Leather Terror","https://www.deezer.com/track/1697213667","https://www.google.com/search?q=Carpenter%20Brut%20official","https://open.spotify.com/search/Carpenter%20Brut;https://soundcloud.com/search?q=Carpenter%20Brut;https://www.youtube.com/results?search_query=Carpenter%20Brut%20official","https://www.beatport.com/search?q=Carpenter%20Brut%20Color%20Me%20Blood;https://www.discogs.com/search/?q=Carpenter%20Brut%20Color%20Me%20Blood&type=all","https://cdn-images.dzcdn.net/images/cover/9273af0771a14d6c8775ea2787229b50/500x500-000000-80-0-0.jpg","Color Me Blood; Eyes Without A Face (From The ""American Psycho"" Comic Series Soundtrack); Imaginary Fire; Looking For Tracy Tzu; Maniac; Meet Matt Stryker; Roller Mobster; Turbo Killer (125)","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"darksynth","Perturbator","France","Paris","Perturbator is included as a Darksynth reference artist in electronic_subgenre_expansion_v15_20260621.","Darksynth","Recommend Perturbator when the user asks for Darksynth or adjacent electronic club music.","darksynth_anchor","Dangerous Days","https://www.deezer.com/track/77796216","https://www.google.com/search?q=Perturbator%20official","https://open.spotify.com/search/Perturbator;https://soundcloud.com/search?q=Perturbator;https://www.youtube.com/results?search_query=Perturbator%20official","https://www.beatport.com/search?q=Perturbator%20Future%20Club;https://www.discogs.com/search/?q=Perturbator%20Future%20Club&type=all","https://cdn-images.dzcdn.net/images/cover/d0156c44f6e215698a6deca817c07fe5/500x500-000000-80-0-0.jpg","Future Club (110); Hard Wired (feat. Isabella Goloversic); Lady Moon; Miami Disco; Sexualizer (feat. Flash Arnold); Technoir (feat. Noir Deco); Vengeance (The Return of the Night Driving Avenger) [Bonus Track]; Venger (feat. Greta Link)","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"deconstructed_club","Lotic","United States","Berlin","Lotic is included as a Deconstructed Club reference artist in electronic_subgenre_expansion_v15_20260621.","Deconstructed Club","Recommend Lotic when the user asks for Deconstructed Club or adjacent electronic club music.","deconstructed_club_anchor_artist_depth","Power","https://www.deezer.com/track/509614642","https://www.google.com/search?q=Lotic%20official","https://open.spotify.com/search/Lotic;https://soundcloud.com/search?q=Lotic;https://www.youtube.com/results?search_query=Lotic%20official","https://www.beatport.com/search?q=Lotic%20Bulletproof;https://www.discogs.com/search/?q=Lotic%20Bulletproof&type=all","https://cdn-images.dzcdn.net/images/cover/656e50b3e7f19ed49bf3f3e62d946831/500x500-000000-80-0-0.jpg","Bulletproof; Diamond; Fragility; Heterocetera (110); Hunted; Nerve; Power; The Warp and the Weft","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"deconstructed_club","Rabit","United States","Houston","Rabit is included as a Deconstructed Club reference artist in electronic_subgenre_expansion_v15_20260621.","Deconstructed Club","Recommend Rabit when the user asks for Deconstructed Club or adjacent electronic club music.","deconstructed_club_weight_artist_depth","Life After Death","https://www.deezer.com/track/3866554511","https://www.google.com/search?q=Rabit%20official","https://open.spotify.com/search/Rabit;https://soundcloud.com/search?q=Rabit;https://www.youtube.com/results?search_query=Rabit%20official","https://www.beatport.com/search?q=Rabit%20Blue%20Death;https://www.discogs.com/search/?q=Rabit%20Blue%20Death&type=all","https://cdn-images.dzcdn.net/images/cover/d2219b6e03c11a21f726ad0b4d86a49d/500x500-000000-80-0-0.jpg","Blue Death; Glass Harp Interlude; Nasze miejsce; NIC ZA DARMO!; Possessed; Smutne chłopaki z miasta; Snow Leopard (130); southside","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"dream_trance","BBE","France","Paris","BBE is included as a Dream Trance reference artist in electronic_subgenre_expansion_v15_20260621.","Dream Trance","Recommend BBE when the user asks for Dream Trance or adjacent electronic club music.","artist_depth_fallback","A State of Trance - Classics Top 10, Vol. 5","https://www.deezer.com/track/3443174371","https://www.google.com/search?q=BBE%20official","https://open.spotify.com/search/BBE;https://soundcloud.com/search?q=BBE;https://www.youtube.com/results?search_query=BBE%20official","https://www.beatport.com/search?q=BBE%20Desire;https://www.discogs.com/search/?q=BBE%20Desire&type=all","https://cdn-images.dzcdn.net/images/cover/af14e9b22725fb20d532cfcdc2b26526/500x500-000000-80-0-0.jpg","Desire (137); Flash (137); Seven Days and One Week (137); Seven Days One Week","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"dream_trance","Robert Miles","Italy","Fagagna","Robert Miles is included as a Dream Trance reference artist in electronic_subgenre_expansion_v15_20260621.","Dream Trance","Recommend Robert Miles when the user asks for Dream Trance or adjacent electronic club music.","dream_trance_anchor_artist_depth","BIMBI PER STRADA (CHILDREN)","https://www.deezer.com/track/979957842","https://www.google.com/search?q=Robert%20Miles%20official","https://open.spotify.com/search/Robert%20Miles;https://soundcloud.com/search?q=Robert%20Miles;https://www.youtube.com/results?search_query=Robert%20Miles%20official","https://www.beatport.com/search?q=Robert%20Miles%20BIMBI%20PER%20STRADA%20(CHILDREN);https://www.discogs.com/search/?q=Robert%20Miles%20BIMBI%20PER%20STRADA%20(CHILDREN)&type=all","https://cdn-images.dzcdn.net/images/cover/ecd9c06e6fc677a23515283b1d340fc3/500x500-000000-80-0-0.jpg","BIMBI PER STRADA (CHILDREN); Children (137); Children (ASOT 1000); Children (WYM344); Fable; Hutia; Landscape; One & One (feat. Maria Nayler)","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"drumfunk","Equinox","United Kingdom","London","Equinox is included as a Drumfunk reference artist in electronic_subgenre_expansion_v15_20260621.","Drumfunk","Recommend Equinox when the user asks for Drumfunk or adjacent electronic club music.","drumfunk_amen_artist_depth","100th Degree","https://www.deezer.com/track/4054821641","https://www.google.com/search?q=Equinox%20official","https://open.spotify.com/search/Equinox;https://soundcloud.com/search?q=Equinox;https://www.youtube.com/results?search_query=Equinox%20official","https://www.beatport.com/search?q=Equinox%20100th%20Degree;https://www.discogs.com/search/?q=Equinox%20100th%20Degree&type=all","https://cdn-images.dzcdn.net/images/cover/66f04634db86ab7f6cfb1b5442ea43e2/500x500-000000-80-0-0.jpg","100th Degree; Acid Rain (170); Contact; Electronic Dream; Hallucination; Nightwalk in the rain; Nova Man; Phenomena","published","medium_high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"drumfunk","Paradox","United Kingdom","Devizes","Paradox is included as a Drumfunk reference artist in electronic_subgenre_expansion_v15_20260621.","Drumfunk","Recommend Paradox when the user asks for Drumfunk or adjacent electronic club music.","drumfunk_anchor","The Reloaded EP, Pt. 1","https://www.deezer.com/track/408123122","https://www.google.com/search?q=Paradox%20official","https://open.spotify.com/search/Paradox;https://soundcloud.com/search?q=Paradox;https://www.youtube.com/results?search_query=Paradox%20official","https://www.beatport.com/search?q=Paradox%20A%20Certain%20Sound;https://www.discogs.com/search/?q=Paradox%20A%20Certain%20Sound&type=all","https://cdn-images.dzcdn.net/images/cover/0f5df7a2a680add0cc731eca4bf2e2fc/500x500-000000-80-0-0.jpg","A Certain Sound (170); Deep Sleep; Drumline; Manjira; Move On; Rocksteady; The Light; Trident","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"drumstep","Knife Party","Australia","Perth","Knife Party is included as a Drumstep reference artist in electronic_subgenre_expansion_v15_20260621.","Drumstep","Recommend Knife Party when the user asks for Drumstep or adjacent electronic club music.","drumstep_edm_artist_depth","Antidote","https://www.deezer.com/track/15666455","https://www.google.com/search?q=Knife%20Party%20official","https://open.spotify.com/search/Knife%20Party;https://soundcloud.com/search?q=Knife%20Party;https://www.youtube.com/results?search_query=Knife%20Party%20official","https://www.beatport.com/search?q=Knife%20Party%20Antidote;https://www.discogs.com/search/?q=Knife%20Party%20Antidote&type=all","https://cdn-images.dzcdn.net/images/cover/0a0e4abc2670222b1d547a7e09a54f69/500x500-000000-80-0-0.jpg","Antidote; Bonfire (174); Give It Up; Harpoon; Internet Friends; LRAD; Power Glove; Rage Valley","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"drumstep","Pendulum","Australia","Perth","Pendulum is included as a Drumstep reference artist in electronic_subgenre_expansion_v15_20260621.","Drumstep","Recommend Pendulum when the user asks for Drumstep or adjacent electronic club music.","drumstep_dnb_bridge_artist_depth","Dorm Room: Electronic","https://www.deezer.com/track/1214096882","https://www.google.com/search?q=Pendulum%20official","https://open.spotify.com/search/Pendulum;https://soundcloud.com/search?q=Pendulum;https://www.youtube.com/results?search_query=Pendulum%20official","https://www.beatport.com/search?q=Pendulum%20Crush;https://www.discogs.com/search/?q=Pendulum%20Crush&type=all","https://cdn-images.dzcdn.net/images/cover/b5196e33c09886527382633e39ca358e/500x500-000000-80-0-0.jpg","Crush; Slam; Sound of You; Tarantula; The Island; The Island, Pt. 1 (Dawn); The Island, Pt. II (Dusk) (174); Witchcraft","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"edm","Avicii","Sweden","Stockholm","Avicii is included as a EDM / festival electronic reference artist in electronic_subgenre_expansion_v15_20260621.","EDM / festival electronic","Recommend Avicii when the user asks for EDM / festival electronic or adjacent electronic club music.","festival_edm_melodic_anchor_artist_depth","True","https://www.deezer.com/track/70266759","https://www.google.com/search?q=Avicii%20official","https://open.spotify.com/search/Avicii;https://soundcloud.com/search?q=Avicii;https://www.youtube.com/results?search_query=Avicii%20official","https://www.beatport.com/search?q=Avicii%20Addicted%20To%20You;https://www.discogs.com/search/?q=Avicii%20Addicted%20To%20You&type=all","https://cdn-images.dzcdn.net/images/cover/ec97306735b46ec334e0ce562290775b/500x500-000000-80-0-0.jpg","Addicted To You; Hey Brother; I Could Be The One (Avicii Vs. Nicky Romero); Levels (126); The Nights; Waiting For Love; Wake Me Up; Without You","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"edm","Martin Garrix","Netherlands","Amstelveen","Martin Garrix is included as a EDM / festival electronic reference artist in electronic_subgenre_expansion_v15_20260621.","EDM / festival electronic","Recommend Martin Garrix when the user asks for EDM / festival electronic or adjacent electronic club music.","festival_edm_anchor","Animals","https://www.deezer.com/track/2102633427","https://www.google.com/search?q=Martin%20Garrix%20official","https://open.spotify.com/search/Martin%20Garrix;https://soundcloud.com/search?q=Martin%20Garrix;https://www.youtube.com/results?search_query=Martin%20Garrix%20official","https://www.beatport.com/search?q=Martin%20Garrix%20Animals;https://www.discogs.com/search/?q=Martin%20Garrix%20Animals&type=all","https://cdn-images.dzcdn.net/images/cover/97c1918368d8ed3b0bea34d0785d4db0/500x500-000000-80-0-0.jpg","Animals (128); In the Name of Love; Like I Do; Repeat It; Scared to Be Lonely; So Far Away (feat. Jamie Scott & Romy Dya); Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy); Tremor","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"edm_trap","Baauer","United States","Philadelphia","Baauer is included as a EDM Trap reference artist in electronic_subgenre_expansion_v15_20260621.","EDM Trap","Recommend Baauer when the user asks for EDM Trap or adjacent electronic club music.","edm_trap_viral_artist_depth","Better","https://www.deezer.com/track/3906096281","https://www.google.com/search?q=Baauer%20official","https://open.spotify.com/search/Baauer;https://soundcloud.com/search?q=Baauer;https://www.youtube.com/results?search_query=Baauer%20official","https://www.beatport.com/search?q=Baauer%20Better;https://www.discogs.com/search/?q=Baauer%20Better&type=all","https://cdn-images.dzcdn.net/images/cover/4cd084558f9fa39580faeee0d9f200f8/500x500-000000-80-0-0.jpg","Better; Calling Out For U; Harlem Shake (140); Kno U; Lift You Up; Somebody; Very Last Drop; Way U Do It","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"edm_trap","RL Grime","United States","Los Angeles","RL Grime is included as a EDM Trap reference artist in electronic_subgenre_expansion_v15_20260621.","EDM Trap","Recommend RL Grime when the user asks for EDM Trap or adjacent electronic club music.","edm_trap_anchor_artist_depth","NOVA (The Remixes, Vol. 1)","https://www.deezer.com/track/2346860705","https://www.google.com/search?q=RL%20Grime%20official","https://open.spotify.com/search/RL%20Grime;https://soundcloud.com/search?q=RL%20Grime;https://www.youtube.com/results?search_query=RL%20Grime%20official","https://www.beatport.com/search?q=RL%20Grime%20Atoms%20(Said%20the%20Sky%20Remix);https://www.discogs.com/search/?q=RL%20Grime%20Atoms%20(Said%20the%20Sky%20Remix)&type=all","https://cdn-images.dzcdn.net/images/cover/ad3c8dba3f28bcc03e6f5b072775b4a1/500x500-000000-80-0-0.jpg","Atoms (Said the Sky Remix); come aliv3 (feat. Abi Flynn); Core (150); Light Me Up; SMACK TALK; Stay For It; Tell Me; UCLA","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"electroacoustic","Bernard Parmegiani","France","Paris","Bernard Parmegiani is included as a Electroacoustic reference artist in electronic_subgenre_expansion_v15_20260621.","Electroacoustic","Recommend Bernard Parmegiani when the user asks for Electroacoustic or adjacent electronic club music.","electroacoustic_anchor","INA-GRM","https://www.beatport.com/search?q=Bernard%20Parmegiani%20De%20Natura%20Sonorum","https://www.google.com/search?q=Bernard%20Parmegiani%20official","https://open.spotify.com/search/Bernard%20Parmegiani;https://soundcloud.com/search?q=Bernard%20Parmegiani;https://www.youtube.com/results?search_query=Bernard%20Parmegiani%20official","https://www.beatport.com/search?q=Bernard%20Parmegiani%20De%20Natura%20Sonorum;https://www.discogs.com/search/?q=Bernard%20Parmegiani%20De%20Natura%20Sonorum&type=all","https://cdn-images.dzcdn.net/images/cover/b0633e0ed282fbb3ae851f0bf95db486/500x500-000000-80-0-0.jpg","De Natura Sonorum; De Natura Sonorum – Première Série (1975); L'ARAIGNÉLÉPHANT I; SADIQUEMENT VOTRE III; Violostries (1963)","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"electroacoustic","Eliane Radigue","France","Paris","Eliane Radigue is included as a Electroacoustic reference artist in electronic_subgenre_expansion_v15_20260621.","Electroacoustic","Recommend Eliane Radigue when the user asks for Electroacoustic or adjacent electronic club music.","electroacoustic_drone","Important Records","https://www.beatport.com/search?q=Eliane%20Radigue%20Adnos%20I","https://www.google.com/search?q=Eliane%20Radigue%20official","https://open.spotify.com/search/Eliane%20Radigue;https://soundcloud.com/search?q=Eliane%20Radigue;https://www.youtube.com/results?search_query=Eliane%20Radigue%20official","https://www.beatport.com/search?q=Eliane%20Radigue%20Adnos%20I;https://www.discogs.com/search/?q=Eliane%20Radigue%20Adnos%20I&type=all","https://cdn-images.dzcdn.net/images/cover/47525ee43efcc50e5a08d1b236bcf84d/500x500-000000-80-0-0.jpg","Adnos I; Jetsun Mila Pt. 1; Koume; Trilogie de la Mort","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"electronic_dance_pop","Calvin Harris","United Kingdom","Dumfries","Calvin Harris is included as a Electronic Dance-Pop reference artist in electronic_subgenre_expansion_v15_20260621.","Electronic Dance-Pop","Recommend Calvin Harris when the user asks for Electronic Dance-Pop or adjacent electronic club music.","edm_pop_crossover_artist_depth","Blame (feat. John Newman)","https://www.deezer.com/track/83489074","https://www.google.com/search?q=Calvin%20Harris%20official","https://open.spotify.com/search/Calvin%20Harris;https://soundcloud.com/search?q=Calvin%20Harris;https://www.youtube.com/results?search_query=Calvin%20Harris%20official","https://www.beatport.com/search?q=Calvin%20Harris%20Blame%20(feat.%20John%20Newman);https://www.discogs.com/search/?q=Calvin%20Harris%20Blame%20(feat.%20John%20Newman)&type=all","https://cdn-images.dzcdn.net/images/cover/24752b394490f484832b0630abe659f3/500x500-000000-80-0-0.jpg","Blame (feat. John Newman); Feel So Close (128); One Kiss; Outside (feat. Ellie Goulding); Promises; Summer; This Is What You Came For; We Found Love","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"electronic_dance_pop","Zedd","Germany","Kaiserslautern","Zedd is included as a Electronic Dance-Pop reference artist in electronic_subgenre_expansion_v15_20260621.","Electronic Dance-Pop","Recommend Zedd when the user asks for Electronic Dance-Pop or adjacent electronic club music.","edm_pop_vocal_artist_depth","365","https://www.deezer.com/track/630711912","https://www.google.com/search?q=Zedd%20official","https://open.spotify.com/search/Zedd;https://soundcloud.com/search?q=Zedd;https://www.youtube.com/results?search_query=Zedd%20official","https://www.beatport.com/search?q=Zedd%20365;https://www.discogs.com/search/?q=Zedd%20365&type=all","https://cdn-images.dzcdn.net/images/cover/886ab0494b34cf091444e5e0da86285b/500x500-000000-80-0-0.jpg","365; Beautiful Now; Clarity (128); I Want You To Know; Spectrum; Stay; Stay The Night; The Middle","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"euphoric_hardstyle","Headhunterz","Netherlands","Veenendaal","Headhunterz is included as a Euphoric Hardstyle reference artist in electronic_subgenre_expansion_v15_20260621.","Euphoric Hardstyle","Recommend Headhunterz when the user asks for Euphoric Hardstyle or adjacent electronic club music.","euphoric_hardstyle_anchor_artist_depth","Dharma","https://www.deezer.com/track/452696192","https://www.google.com/search?q=Headhunterz%20official","https://open.spotify.com/search/Headhunterz;https://soundcloud.com/search?q=Headhunterz;https://www.youtube.com/results?search_query=Headhunterz%20official","https://www.beatport.com/search?q=Headhunterz%20Dharma;https://www.discogs.com/search/?q=Headhunterz%20Dharma&type=all","https://cdn-images.dzcdn.net/images/cover/10320e060d3ad179125d8bfc15f2a568/500x500-000000-80-0-0.jpg","Dharma; Dragonborn part 3 (Oceans Apart) (150); Orange Heart; Our Church; Psychedelic; The Power of Now; The Sacrifice; Won't Stop Rocking","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
