"style","artist","country","city","artist_bio","artist_genre","artist_profile_hint","scene_role","source_anchor","source_anchor_url","primary_social_url","social_discovery_links","label_links","status","confidence","source_note"
"psycore","LUNATICAL NECTAR","International","Montreal","LUNATICAL NECTAR entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use LUNATICAL NECTAR para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=LUNATICAL%20NECTAR;https://soundcloud.com/search?q=LUNATICAL%20NECTAR;https://www.youtube.com/results?search_query=LUNATICAL%20NECTAR%20psycore;https://www.google.com/search?q=LUNATICAL%20NECTAR%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","MIDNITE CLIMAX","International","Montreal","MIDNITE CLIMAX entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use MIDNITE CLIMAX para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=MIDNITE%20CLIMAX;https://soundcloud.com/search?q=MIDNITE%20CLIMAX;https://www.youtube.com/results?search_query=MIDNITE%20CLIMAX%20psycore;https://www.google.com/search?q=MIDNITE%20CLIMAX%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","NEURAL","International","Montreal","NEURAL entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use NEURAL para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=NEURAL;https://soundcloud.com/search?q=NEURAL;https://www.youtube.com/results?search_query=NEURAL%20psycore;https://www.google.com/search?q=NEURAL%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","NYKRONDS","International","Montreal","NYKRONDS appears through the collaboration DEADHEAD & NYKRONDS on PSYCHO FOR PALESTINE [2026], so the profile is split for future matching and social lookup.","psycore / hi-tech psytrance / darkpsy","Split collaboration profile from DEADHEAD & NYKRONDS; use for later exact artist matching and social enrichment.","collaboration_split_profile","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=NYKRONDS;https://soundcloud.com/search?q=NYKRONDS;https://www.youtube.com/results?search_query=NYKRONDS%20psycore;https://www.google.com/search?q=NYKRONDS%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","medium","Split from a verified collaboration row; keep for future artist matching."
"psycore","Orestis","Greece","Athens","Orestis is a classic or locally verified psycore/darkpsy anchor used to improve recommendation depth beyond current Bandcamp-only sources.","psycore / hi-tech psytrance / darkpsy","Use Orestis para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","classic_or_local_verified_anchor","verified_track_expansion_v4","https://www.youtube.com/watch?v=DB46ZjUMWJQ","","https://bandcamp.com/search?q=Orestis;https://soundcloud.com/search?q=Orestis;https://www.youtube.com/results?search_query=Orestis%20psycore;https://www.google.com/search?q=Orestis%20official%20instagram%20soundcloud%20bandcamp","","published","medium","Imported from verified_track_expansion_v4; public search or direct URL retained for manual verification."
"psycore","OROBORO","Germany","","Germany-linked psycore and hi-tech project with Voodoo Hoodoo album coverage and a local Psycore Edition set signal.","psycore / hi-tech psytrance / darkpsy","Use OROBORO para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PRIMA MATERIA","https://voodoo-hoodoo.bandcamp.com/album/prima-materia","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=OROBORO;https://soundcloud.com/search?q=OROBORO;https://www.youtube.com/results?search_query=OROBORO%20psycore;https://www.google.com/search?q=OROBORO%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes OROBORO release date, psycore tags, durations, track ids, and 190-202 BPM titles."
"psycore","PROTOTYPE IX","International","Montreal","PROTOTYPE IX entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use PROTOTYPE IX para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=PROTOTYPE%20IX;https://soundcloud.com/search?q=PROTOTYPE%20IX;https://www.youtube.com/results?search_query=PROTOTYPE%20IX%20psycore;https://www.google.com/search?q=PROTOTYPE%20IX%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","Psykovsky","Russia","Moscow","Russian darkpsy/psycore classic anchor for extreme psychedelic recommendations and historical scene depth.","psycore / hi-tech psytrance / darkpsy","Use Psykovsky para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","classic_or_local_verified_anchor","verified_track_expansion_v4","https://www.youtube.com/watch?v=nCBWzNQ-1UM","","https://bandcamp.com/search?q=Psykovsky;https://soundcloud.com/search?q=Psykovsky;https://www.youtube.com/results?search_query=Psykovsky%20psycore;https://www.google.com/search?q=Psykovsky%20official%20instagram%20soundcloud%20bandcamp","","published","medium","Imported from verified_track_expansion_v4; public search or direct URL retained for manual verification."
"psycore","PZIKONAUTA","International","Montreal","PZIKONAUTA entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use PZIKONAUTA para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=PZIKONAUTA;https://soundcloud.com/search?q=PZIKONAUTA;https://www.youtube.com/results?search_query=PZIKONAUTA%20psycore;https://www.google.com/search?q=PZIKONAUTA%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","Rizomorf","Brazil","Sao Paulo","Rizomorf appears through the collaboration Init Preset & Rizomorf on Naturaiz Records Vol.1, so the profile is split for future matching and social lookup.","psycore / hi-tech psytrance / darkpsy","Split collaboration profile from Init Preset & Rizomorf; use for later exact artist matching and social enrichment.","collaboration_split_profile","Naturaiz Records Vol.1","https://naturaizrecords.bandcamp.com/album/natura-z-records-vol-1","https://www.instagram.com/naturaiz.records/","https://bandcamp.com/search?q=Rizomorf;https://soundcloud.com/search?q=Rizomorf;https://www.youtube.com/results?search_query=Rizomorf%20psycore;https://www.google.com/search?q=Rizomorf%20official%20instagram%20soundcloud%20bandcamp","https://naturaizrecords.bandcamp.com;https://www.instagram.com/naturaiz.records/;https://soundcloud.com/naturaizrecords","published","medium","Split from a verified collaboration row; keep for future artist matching."
"psycore","ROOTS","International","Montreal","ROOTS entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use ROOTS para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=ROOTS;https://soundcloud.com/search?q=ROOTS;https://www.youtube.com/results?search_query=ROOTS%20psycore;https://www.google.com/search?q=ROOTS%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","SOLARKAE","International","Montreal","SOLARKAE entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use SOLARKAE para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=SOLARKAE;https://soundcloud.com/search?q=SOLARKAE;https://www.youtube.com/results?search_query=SOLARKAE%20psycore;https://www.google.com/search?q=SOLARKAE%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","SUTUON","International","","Modern 199-200 BPM Voodoo Hoodoo artist for high-speed hi-tech and psycore recommendations.","psycore / hi-tech psytrance / darkpsy","Use SUTUON para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","MEDICINE FREQUENCIES [2026]","https://voodoo-hoodoo.bandcamp.com/album/medicine-frequencies-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=SUTUON;https://soundcloud.com/search?q=SUTUON;https://www.youtube.com/results?search_query=SUTUON%20psycore;https://www.google.com/search?q=SUTUON%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes a 2026 SUTUON release tagged psycore and hitech with 199-200 BPM titles."
"psycore","V1RUS","International","Montreal","V1RUS entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use V1RUS para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=V1RUS;https://soundcloud.com/search?q=V1RUS;https://www.youtube.com/results?search_query=V1RUS%20psycore;https://www.google.com/search?q=V1RUS%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","Varazslo","Hungary","","Varazslo is a classic or locally verified psycore/darkpsy anchor used to improve recommendation depth beyond current Bandcamp-only sources.","psycore / hi-tech psytrance / darkpsy","Use Varazslo para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","classic_or_local_verified_anchor","verified_track_expansion_v1","https://soundcloud.com/varazslo/varazslo-taltos?in=rpmota/sets/psycore","","https://bandcamp.com/search?q=Varazslo;https://soundcloud.com/search?q=Varazslo;https://www.youtube.com/results?search_query=Varazslo%20psycore;https://www.google.com/search?q=Varazslo%20official%20instagram%20soundcloud%20bandcamp","","published","medium","Imported from verified_track_expansion_v1; public search or direct URL retained for manual verification."
"psycore","VERSALLI","Brazil","","Brazilian darkpsy and forest-psytrance project on Voodoo Hoodoo, useful for organic forest psycore recommendations.","psycore / hi-tech psytrance / darkpsy","Use VERSALLI para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","FORCA DA FLORESTA [2026]","https://voodoo-hoodoo.bandcamp.com/album/forca-da-floresta-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=VERSALLI;https://soundcloud.com/search?q=VERSALLI;https://www.youtube.com/results?search_query=VERSALLI%20psycore;https://www.google.com/search?q=VERSALLI%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD and description identify a Brazilian producer and an organic forest plus darkpsy concept."
"psycore","WAVE SAVAGE","International","Montreal","WAVE SAVAGE appears in the Voodoo-Core psycore starter-pack context with a 170 BPM opener and Voodoo Hoodoo source trace.","psycore / hi-tech psytrance / darkpsy","Use WAVE SAVAGE para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","VOODOO-CORE (vol 2)","https://voodoo-hoodoo.bandcamp.com/album/voodoo-core-vol-2","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=WAVE%20SAVAGE;https://soundcloud.com/search?q=WAVE%20SAVAGE;https://www.youtube.com/results?search_query=WAVE%20SAVAGE%20psycore;https://www.google.com/search?q=WAVE%20SAVAGE%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","V2 imported tracks 2-11 from this album; this V4 adds the missing opener from the same live Bandcamp JSON-LD source."
"psycore","Will O Wisp","Greece","","Will O Wisp is a classic or locally verified psycore/darkpsy anchor used to improve recommendation depth beyond current Bandcamp-only sources.","psycore / hi-tech psytrance / darkpsy","Use Will O Wisp para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","classic_or_local_verified_anchor","verified_track_expansion_v1","https://www.youtube.com/results?search_query=Will%20O%20Wisp%20The%20Legend%20Begins","","https://bandcamp.com/search?q=Will%20O%20Wisp;https://soundcloud.com/search?q=Will%20O%20Wisp;https://www.youtube.com/results?search_query=Will%20O%20Wisp%20psycore;https://www.google.com/search?q=Will%20O%20Wisp%20official%20instagram%20soundcloud%20bandcamp","","published","medium","Imported from verified_track_expansion_v1; public search or direct URL retained for manual verification."
"psycore","XION","International","Montreal","XION entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use XION para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=XION;https://soundcloud.com/search?q=XION;https://www.youtube.com/results?search_query=XION%20psycore;https://www.google.com/search?q=XION%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","XOCHIPILLI","International","Montreal","XOCHIPILLI entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use XOCHIPILLI para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=XOCHIPILLI;https://soundcloud.com/search?q=XOCHIPILLI;https://www.youtube.com/results?search_query=XOCHIPILLI%20psycore;https://www.google.com/search?q=XOCHIPILLI%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","Yaminahua","Mexico","Mexico City","Yaminahua is a classic or locally verified psycore/darkpsy anchor used to improve recommendation depth beyond current Bandcamp-only sources.","psycore / hi-tech psytrance / darkpsy","Use Yaminahua para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","classic_or_local_verified_anchor","verified_track_expansion_v4","https://www.youtube.com/watch?v=1WMg3bWzT_Q","","https://bandcamp.com/search?q=Yaminahua;https://soundcloud.com/search?q=Yaminahua;https://www.youtube.com/results?search_query=Yaminahua%20psycore;https://www.google.com/search?q=Yaminahua%20official%20instagram%20soundcloud%20bandcamp","","published","medium","Imported from verified_track_expansion_v4; public search or direct URL retained for manual verification."
"psycore","Zik","Macedonia","","Zik is a classic or locally verified psycore/darkpsy anchor used to improve recommendation depth beyond current Bandcamp-only sources.","psycore / hi-tech psytrance / darkpsy","Use Zik para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","classic_or_local_verified_anchor","verified_track_expansion_v4","https://www.youtube.com/results?search_query=Zik%20Voodoo%20People%20Parvati","","https://bandcamp.com/search?q=Zik;https://soundcloud.com/search?q=Zik;https://www.youtube.com/results?search_query=Zik%20psycore;https://www.google.com/search?q=Zik%20official%20instagram%20soundcloud%20bandcamp","","published","medium","Imported from verified_track_expansion_v4; public search or direct URL retained for manual verification."
