style,artist,country,city,artist_bio,source
dark_progressive,Radioactive.Cake,Germany,,Dark progressive/psytech com baixo seco e atmosfera de laboratorio.,artist_expansion_v2
goa_trance,California Sunshine,Israel,,Goa trance classico com melodias abertas e energia psicodelica solar.,artist_expansion_v2
goa_trance,UX,Slovenia,,Goa trance intenso com linhas acidas e clima futurista.,artist_expansion_v2
psy_comercial,UnderCover,Israel,,Psy comercial de festival com energia alta e hooks diretos.,artist_expansion_v2
psy_comercial,Berg,Brazil,,Psy comercial/progressive com baixo grande e melodias acessiveis.,artist_expansion_v2
trance_uplifting,Solarstone,United Kingdom,,Trance uplifting melodico com atmosfera pura e construcao emocional.,artist_expansion_v2
trance_uplifting,The Thrillseekers,United Kingdom,,Trance uplifting classico com melodias luminosas e clima euforico.,artist_expansion_v2
techno,Robert Hood,United States,,Techno minimal de Detroit com repeticao essencial e groove hipnotico.,artist_expansion_v2
techno,Function,United States,,Techno profundo e hipnotico com estetica de club escura.,artist_expansion_v2
acid_techno,Chris Liberator,United Kingdom,,Acid techno underground com linhas 303 e energia de rave livre.,artist_expansion_v2
acid_techno,Dave The Drummer,United Kingdom,,Acid techno britanico com pegada rave e bateria frontal.,artist_expansion_v2
hard_techno,OGUZ,Netherlands,,Hard techno rave com velocidade alta e impacto direto.,artist_expansion_v2
hard_techno,Lee Ann Roberts,South Africa,,Hard techno moderno com energia crua e leitura de peak time.,artist_expansion_v2
minimal_techno,Magda,Poland,,Minimal techno com selecao seca, groove micro e atmosfera de after.,artist_expansion_v2
minimal_techno,John Tejada,United States,,Minimal techno melodico com detalhe ritmico e elegancia analogica.,artist_expansion_v2
melodic_techno,Fideles,Italy,,Melodic techno italiano com tensao harmonica e groove elegante.,artist_expansion_v2
melodic_techno,Undercatt,Italy,,Melodic techno com synths emotivos e dinamica de club moderno.,artist_expansion_v2
industrial_techno,Kangding Ray,France,,Industrial techno experimental com textura metalica e composicao precisa.,artist_expansion_v2
industrial_techno,Samuel Kerridge,United Kingdom,,Industrial techno sombrio com peso abstrato e atmosfera fisica.,artist_expansion_v2
peak_time_techno,Victor Ruiz,Brazil,,Peak-time techno brasileiro com linhas acidas e energia grande.,artist_expansion_v2
peak_time_techno,Alex Stein,Brazil,,Peak-time techno melodico com baixo firme e tensao de festival.,artist_expansion_v2
house,David Morales,United States,,House classico nova-iorquino com vocal soulful e cultura de club.,artist_expansion_v2
house,Armand Van Helden,United States,,House de pista com samples fortes e energia direta.,artist_expansion_v2
deep_house,Chez Damier,United States,,Deep house classico com groove quente e sensibilidade soulful.,artist_expansion_v2
deep_house,Pepe Bradock,France,,Deep house frances com textura crua e melancolia de club.,artist_expansion_v2
tech_house,East End Dubs,United Kingdom,,Tech house/minimal house com groove seco e baixo circulante.,artist_expansion_v2
tech_house,Max Chapman,United Kingdom,,Tech house moderno com energia club e baixo marcado.,artist_expansion_v2
progressive_house,Quivver,United Kingdom,,Progressive house profundo com linhas hipnoticas e clima noturno.,artist_expansion_v2
progressive_house,Anthony Pappa,Australia,,Progressive house classico com narrativa de set e atmosfera refinada.,artist_expansion_v2
afro_house,Boddhi Satva,Central African Republic,,Afro house ancestral soul com percussao organica e clima espiritual.,artist_expansion_v2
afro_house,Djeff,Angola,,Afro house lusofono com groove percussivo e energia calorosa.,artist_expansion_v2
organic_house,Oceanvs Orientalis,Turkey,,Organic house com melodias orientais e textura contemplativa.,artist_expansion_v2
organic_house,Valeron,Greece,,Organic house mediterraneo com instrumentos vivos e progressao suave.,artist_expansion_v2
bass_house,Jack Beats,United Kingdom,,Bass house britanico com baixo elastico e batida recortada.,artist_expansion_v2
bass_house,Taiki Nulight,United Kingdom,,Bass house com swing garage e subgrave de club.,artist_expansion_v2
electro_house,Alex Metric,United Kingdom,,Electro house e indie dance com synths brilhantes e groove forte.,artist_expansion_v2
electro_house,Shinichi Osawa,Japan,,Electro house japones com energia fashion e baixo sintetico.,artist_expansion_v2
drum_and_bass,Marcus Intalex,United Kingdom,,Drum and bass sofisticado com alma deep e bateria fluida.,artist_expansion_v2
drum_and_bass,Bad Company UK,United Kingdom,,Drum and bass pesado e classico com baixos marcantes.,artist_expansion_v2
liquid_dnb,Commix,United Kingdom,,Liquid/deep DnB com atmosfera urbana e groove refinado.,artist_expansion_v2
liquid_dnb,Alix Perez,Belgium,,Liquid e deep drum and bass com baixo profundo e elegancia sombria.,artist_expansion_v2
neurofunk,Gridlok,United States,,Neurofunk pesado com baixo tecnico e energia de club escura.,artist_expansion_v2
neurofunk,Optiv,United Kingdom,,Neurofunk classico com engenharia de baixo e pressao continua.,artist_expansion_v2
jump_up,Original Sin,United Kingdom,,Jump up pesado com linhas de baixo grandes e energia frontal.,artist_expansion_v2
jump_up,Jayline,United Kingdom,,Jump up de pista com baixo marcante e groove direto.,artist_expansion_v2
jungle,Ray Keith,United Kingdom,,Jungle classico com breaks intensos e cultura dubplate.,artist_expansion_v2
jungle,Source Direct,United Kingdom,,Jungle/drum and bass escuro com bateria complexa e atmosfera profunda.,artist_expansion_v2
breakbeat,Deekline,United Kingdom,,Breakbeat e bassline com groove divertido e energia de club.,artist_expansion_v2
breakbeat,Freq Nasty,United Kingdom,,Breakbeat pesado com baixo elastico e heranca rave.,artist_expansion_v2
uk_garage,Sunship,United Kingdom,,UK garage classico com swing refinado e vocais recortados.,artist_expansion_v2
uk_garage,Jeremy Sylvester,United Kingdom,,UK garage e 2-step com groove macio e producao elegante.,artist_expansion_v2
future_garage,Jacques Greene,Canada,,Future garage e house emotivo com vocal recortado e brilho urbano.,artist_expansion_v2
future_garage,Shlohmo,United States,,Future garage/beat music com textura lo-fi e melancolia digital.,artist_expansion_v2
dubstep,Kode9,United Kingdom,,Dubstep e bass music com subgrave profundo e visao futurista.,artist_expansion_v2
dubstep,Commodo,United Kingdom,,Dubstep profundo com design sonoro minimal e peso de sound system.,artist_expansion_v2
downtempo,Prefuse 73,United States,,Downtempo e glitch-hop com cortes ritmicos e textura organica.,artist_expansion_v2
downtempo,Bonobo,United Kingdom,,Downtempo organico com groove cinematografico e musicalidade refinada.,artist_expansion_v2
ambient,Jonn Serrie,United States,,Ambient espacial com sintetizadores longos e sensacao contemplativa.,artist_expansion_v2
ambient,Michael Stearns,United States,,Ambient cinematico com drones amplos e profundidade sensorial.,artist_expansion_v2
chillout,DZihan & Kamien,Austria,,Chillout/downtempo com jazz, dub e elegancia de lounge.,artist_expansion_v2
chillout,Afterlife,United Kingdom,,Chillout balearico com groove suave e atmosfera ensolarada.,artist_expansion_v2
slambient,Oxidaksi,Israel,,Slambient/hi-tech com velocidade extrema e timbres eletricos.,artist_expansion_v2
slambient,Fractal Gauchos,Brazil,,Slambient/psy extremo com assinatura underground e pulsacao acelerada.,artist_expansion_v2
idm,μ-Ziq,United Kingdom,,IDM melodica com breaks fragmentados e imaginario digital.,artist_expansion_v2
idm,Bola,United Kingdom,,IDM emotiva com harmonias delicadas e arquitetura ritmica precisa.,artist_expansion_v2
electro,The Advent,United Kingdom,,Electro e techno com groove futurista e producao de pista.,artist_expansion_v2
electro,Radioactive Man,United Kingdom,,Electro britanico com baixo quebrado e sintese analogica.,artist_expansion_v2
brazilian_funk,DJ Sany Pitbull,Brazil,,Funk carioca com batida de baile e linguagem de montagem.,artist_expansion_v2
brazilian_funk,DJ Rhuivo,Brazil,,Funk brasileiro de pista com grave forte e ritmo direto.,artist_expansion_v2
gabber,DJ Isaac,Netherlands,,Gabber e hardstyle classico com kicks fortes e energia rave.,artist_expansion_v2
gabber,Scott Brown,United Kingdom,,Gabber/happy hardcore com energia acelerada e melodias intensas.,artist_expansion_v2
hardstyle,Wild Motherfuckers,Italy,,Hardstyle/raw hardstyle com kicks agressivos e energia extrema.,artist_expansion_v2
hardstyle,B-Front,Netherlands,,Hardstyle sombrio e melodico com atmosfera profunda.,artist_expansion_v2
